WSRace,Year,WSPosition,WSName,WSClub,WSClass,WSTime,WSDecimalTime,WSNotes
S,2019,12,"Gray Edmund & Gray Anthony",Independent,"K2 Senior",18:37:19,18.62,.
A,2019,13,"Blackburn Kieron & Unwin Nigel","Newbury & Boa","K2 Veteran",02:12:50,2.20,.
A,2019,13,"Reynolds Tim & Stormont Kit","Barking & Dagenham","K2 Senior",02:15:21,2.25,.
A,2019,13,"Clarke Peter",Cambridge,"K1 Senior",02:17:49,2.28,.
A,2019,13,"Anderson Julian & Medland Chloe","Poole Harbour","K2 Mixed",02:20:30,2.33,.
A,2019,13,"Aldridge Harvey & Baker Jack","Launceston College","K2 Junior",02:26:05,2.43,.
A,2019,13,"O'connor Angus",Nottingham,"K1 Veteran",02:27:33,2.45,.
A,2019,13,"Abbott Octavia","Bishops Stortford","K1 Ladies",02:29:29,2.48,.
A,2019,13,"Hill Sam",Reading,"K1 Junior",02:33:44,2.55,.
A,2019,13,"Moulding Tim & Moulding George",Independent,Junior/Veteran,02:36:08,2.60,.
A,2019,13,"Downer Lucy & Wride Chris","Tower Hamlets","Canadian Doubles",02:40:33,2.67,.
A,2019,13,"Grant Kobe & King Charlotte","Kimbolton School","K2 Junior Ladies",02:52:11,2.87,.
B,2019,13,"Lay Christopher & Willis Rob",Recc,"K2 Senior",02:56:32,2.93,.
B,2019,13,"Flack Robin & Johnson Isla",Ban,"K2 Mixed",02:58:19,2.97,.
B,2019,13,"Carter Guy & Lavarack Ian",Richmond,"K2 Veteran",02:59:04,2.98,.
B,2019,13,"Keohane William & Williams Benjamin","Churcher's College","K2 Junior",03:14:50,3.23,.
B,2019,13,"Everest David","Basingstoke Canal","K1 Veteran",03:19:37,3.32,.
C,2019,13,"Westall Matthew & Winstanley Richard","Bishops S & Pangbourne","K2 Senior",03:33:16,3.55,.
C,2019,13,"Blackburn Kieron & Unwin Nigel","Newbury & Boa","K2 Veteran",03:50:09,3.83,.
C,2019,13,"Impey Vanessa & Mavra Boris",Richmond,"K2 Mixed",03:58:27,3.97,.
C,2019,13,"Dewdney Elliot & Parmenter Thomas","Churcher's College","K2 Junior",04:03:35,4.05,.
C,2019,13,"Pickering Ben",Southampton,"K1 Senior",04:05:19,4.08,.
C,2019,13,"Mccluskey Steve",Pangbourne,"K1 Veteran",04:15:50,4.25,.
B,2019,13,"Barriball Clare & Gurr Sophie","Launceston College","K2 Junior Ladies",04:18:01,4.30,.
C,2019,13,"Downer Lucy & Wride Chris","Tower Hamlets","Canadian Doubles",04:25:29,4.42,.
C,2019,13,"Bowland Victoria & Singlehurst-Mooney Isabella","Kimbolton School","K2 Junior Ladies",04:41:49,4.68,.
C,2019,13,"O'hanlonj Caitlin. Field","Barking & Dagenham & ","K1 Ladies",05:02:27,5.03,.
D,2019,13,"Foy Jamie & Langham Mark",Recc,"K2 Senior",06:06:03,6.10,.
D,2019,13,"Anderson Julian & Medland Chloe","Poole Harbour","K2 Mixed",06:30:04,6.50,.
D,2019,13,"Mckenna Barry & Wakley Gary","Artists Rifles","K2 Veteran",06:31:09,6.52,.
D,2019,13,"Leeece Ryan. Gunther & Tanner Christopher","Mount Kelly","K2 Junior",06:44:29,6.73,.
D,2019,13,"Grant Kobe & King Charlotte","Kimbolton School","K2 Junior Ladies",08:04:03,8.07,.
S,2019,13,"Cole David & Murray Keira","Kimbolton School","K2 Mixed",18:07:43,18.12,.
A,2019,14,"Holmes Paul & Howatson Allan",Nottingham,"K2 Veteran",02:12:58,2.20,.
A,2019,14,"Ives Tim & Lawson Iain",Recc,"K2 Senior",02:16:23,2.27,.
A,2019,14,"Impey Vanessa & Mavra Boris",Richmond,"K2 Mixed",02:22:29,2.37,.
A,2019,14,"Rooks Alan","Sutton Bingham & D ","K1 Senior",02:22:42,2.37,.
A,2019,14,"Gutteridge Marc",Reading,"K1 Veteran",02:28:20,2.47,.
A,2019,14,"Johnson-Ferguso Duncan & Low Isaac",Blundell's,"K2 Junior",02:28:54,2.47,.
A,2019,14,"Avery Abigail",Royal,"K1 Ladies",02:30:25,2.50,.
A,2019,14,"Allen Charlie",Devizes,"K1 Junior",02:37:35,2.62,.
A,2019,14,"Bird Hugh & Bird Jessica",Independent,"Canadian Doubles",02:46:49,2.77,.
A,2019,14,"Wilson Molly & Wilson Neil","Lord Wandsworth College",Junior/Veteran,02:49:47,2.82,.
B,2019,14,"Foy Jamie & Langham Mark",Recc,"K2 Senior",02:57:00,2.95,.
B,2019,14,"Impey Vanessa & Mavra Boris",Richmond,"K2 Mixed",03:01:27,3.02,.
A,2019,14,"Bradley Hannah & Jacobs Margaret","Dauntsey's School","K2 Junior Ladies",03:04:04,3.07,.
B,2019,14,"Gilbert Stephen & Rush Steve",Fowey,"K2 Veteran",03:08:58,3.13,.
B,2019,14,"Mccluskey Steve",Pangbourne,"K1 Veteran",03:21:38,3.35,.
B,2019,14,"Amati Alberto & Talwar Jai","Marlborough College","K2 Junior",03:21:52,3.35,.
C,2019,14,"Bowyer Alexander & Johnson Tom",Raf,"K2 Senior",03:34:15,3.57,.
C,2019,14,"Holmes Paul & Howatson Allan",Nottingham,"K2 Veteran",03:52:05,3.87,.
C,2019,14,"Anderson Julian & Medland Chloe","Poole Harbour","K2 Mixed",03:59:29,3.98,.
C,2019,14,"Mallinson Josh & Smith Finn",Devizes,"K2 Junior",04:03:50,4.05,.
C,2019,14,"Barrett-Hague George",Macclesfield,"K1 Senior",04:20:15,4.33,.
C,2019,14,"Gutteridge Marc",Reading,"K1 Veteran",04:20:49,4.33,.
B,2019,14,"Davey Hannah & Hollidge Millie","Launceston College","K2 Junior Ladies",04:23:03,4.38,.
C,2019,14,"Bird Hugh & Bird Jessica",Independent,"Canadian Doubles",04:28:14,4.47,.
C,2019,14,"Grant Kobe & King Charlotte","Kimbolton School","K2 Junior Ladies",04:47:40,4.78,.
C,2019,14,"Webb Robyn",Banbury,"K1 Ladies",05:17:44,5.28,.
D,2019,14,"Gurung Chet & Tamang Anil",Recc,"K2 Senior",06:11:44,6.18,.
D,2019,14,"Claire Oscar & Dunlop Issabella","Mount Kelly","K2 Mixed",06:39:11,6.65,.
D,2019,14,"Craig-Wood Robert & Knowles Joe","Churcher's College","K2 Junior",06:46:15,6.77,.
D,2019,14,"Hale Peter & Wigmore Edward","Defence Academy","K2 Veteran",06:51:20,6.85,.
D,2019,14,"Milner Holly & Thompson Holly","Churcher's College","K2 Junior Ladies",08:18:10,8.30,.
S,2019,14,"Eldred Nigel & Pilkington Mocha","Poole Harbour","K2 Mixed",18:46:55,18.77,.
A,2019,15,"Littlehales Kevin & Purchas Mike","Bradford On Avon","K2 Veteran",02:14:37,2.23,.
A,2019,15,"Hill Dave & Moorhouse Ian",Recc,"K2 Senior",02:17:57,2.28,.
A,2019,15,"Davison Rosa & Phillips Michael",Banbury,"K2 Mixed",02:24:00,2.40,.
A,2019,15,"Pickering Ben",Southampton,"K1 Senior",02:24:12,2.40,.
A,2019,15,"Mccluskey Steve",Pangbourne,"K1 Veteran",02:30:10,2.50,.
A,2019,15,"Ayran Koen & Kabeer Muhammad. Al","Wokingham & Falcon","K2 Junior",02:30:22,2.50,.
A,2019,15,"Seaford Anita",Reading,"K1 Ladies",02:34:15,2.57,.
A,2019,15,"Brown Alistair","Hamble Sea Scouts","K1 Junior",02:38:20,2.63,.
A,2019,15,"Mceleney Scott & Mceleney Stephen","Poole Harbour","Canadian Doubles",02:52:40,2.87,.
B,2019,15,"Jones Owain & Moorhouse Ian",Recc,"K2 Senior",02:59:43,2.98,.
B,2019,15,"Anderson Julian & Medland Chloe","Poole Harbour","K2 Mixed",03:03:42,3.05,.
A,2019,15,"Moore Alice & Stewart Serena","Marlborough College","K2 Junior Ladies",03:13:52,3.22,.
B,2019,15,"Cambray Toby & Raymond Graham","Bradford On Avon","K2 Veteran",03:14:10,3.23,.
B,2019,15,"Booth Frederick & Sutton Oliver","Marlborough College","K2 Junior",03:23:00,3.38,.
B,2019,15,"Black James",Viking,"K1 Veteran",03:37:47,3.62,.
C,2019,15,"Collier Matthew & Duncan Hamish",Exeter,"K2 Senior",03:41:55,3.68,.
C,2019,15,"Taylor Mike & Whitehead Robert","Soton & Newbury","K2 Veteran",03:56:08,3.93,.
C,2019,15,"Gillmer Emma & Houghting Shane",Wey,"K2 Mixed",04:01:27,4.02,.
C,2019,15,"Keohane William & Williams Benjamin","Churcher's College","K2 Junior",04:03:59,4.05,.
C,2019,15,"Jones Peter & Jones Abigail",Independent,"Canadian Doubles",04:28:22,4.47,.
C,2019,15,"Perry Tony",Viking,"K1 Veteran",04:29:27,4.48,.
C,2019,15,"Hawes Matt",Recc,"K1 Senior",04:36:47,4.60,.
C,2019,15,"Bradley Hannah & Jacobs Margaret","Dauntsey's School","K2 Junior Ladies",04:50:12,4.83,.
D,2019,15,"Baker Tim & Reid Douglas",Fowey,"K2 Senior",06:15:50,6.25,.
D,2019,15,"Hicks Stephanie & Hicks Alexander",Falcon,"K2 Mixed",06:43:00,6.72,.
D,2019,15,"Orchard Timothy & Wright Louis","Churcher's College","K2 Junior",06:46:37,6.77,.
D,2019,15,"Gilbert Stephen & Rush Steve",Fowey,"K2 Veteran",06:52:00,6.87,.
D,2019,15,"Davey Hannah & Hollidge Millie","Launceston College","K2 Junior Ladies",08:34:22,8.57,.
A,2019,16,"Shaw Calum & Smith Steve",Wey,"K2 Veteran",02:17:33,2.28,.
A,2019,16,"Foy Jamie & Langham Mark",Recc,"K2 Senior",02:19:26,2.32,.
A,2019,16,"Rooks Rob & Rooks Simone","Sutton Bingham","K2 Mixed",02:25:10,2.42,.
A,2019,16,"Crawley Ben",Fowey,"K1 Senior",02:30:59,2.50,.
A,2019,16,"Mallinson Josh & Smith Finn",Devizes,"K2 Junior",02:31:22,2.52,.
A,2019,16,"Waters Emily",Cambridge,"K1 Ladies",02:35:25,2.58,.
A,2019,16,"Fulford Oliver","Lord Wandsworth College & ","K1 Junior",02:43:50,2.72,.
A,2019,16,"Hutchinson Stuart",Reading,"K1 Veteran",02:46:11,2.77,.
B,2019,16,"Gurung Chet & Tamang Anil",Recc,"K2 Senior",03:02:18,3.03,.
B,2019,16,"Cruse Sharon & Jeffreson Nigel",Southampton,"K2 Mixed",03:04:18,3.07,.
A,2019,16,"Davey Hannah & Hollidge Millie","Launceston College","K2 Junior Ladies",03:17:02,3.28,.
B,2019,16,"Hale Peter & Wigmore Edward","Defence Academy","K2 Veteran",03:19:25,3.32,.
B,2019,16,"Drew Jarvis & Mcdonald Ben","Cokethorpe School","K2 Junior",03:23:07,3.38,.
B,2019,16,"Perry Tony",Viking,"K1 Veteran",03:40:17,3.67,.
C,2019,16,"Reynolds Tim & Stormont Kit","Barking & Dagenham","K2 Senior",03:42:06,3.70,.
A,2019,16,"Farrow Mark & Tatar Jan",Independent,"Canadian Doubles",03:48:33,3.80,.
C,2019,16,"Morris Simon & Walsh Tom",Independent,"K2 Veteran",03:59:33,3.98,.
C,2019,16,"Harding Ollie & Lee Ciara",Longridge,"K2 Mixed",04:01:29,4.02,.
C,2019,16,"Bessey Drew & Palmer Jamie","Royal Hosp School","K2 Junior",04:05:19,4.08,.
C,2019,16,"Mullins Stefanie & Trunks Lisa",Paddlesport,"Canadian Doubles",04:29:13,4.48,.
C,2019,16,"Clark Jeremy",Tonbridge,"K1 Veteran",04:45:39,4.75,.
C,2019,16,"Moore Alice & Stewart Serena","Marlborough College","K2 Junior Ladies",05:01:57,5.02,.
C,2019,16,"Farrington Jonathan",Independent,"K1 Senior",05:02:47,5.03,.
D,2019,16,"Gladwell Sebastian & Willis Benjamin",Rhsa,"K2 Senior",06:19:54,6.32,.
D,2019,16,"Brackenbury Glyn & Bush Josephine",Independent,"K2 Mixed",06:44:17,6.73,.
D,2019,16,"Franklin Jude & Willcock Charles","Churcher's College","K2 Junior",06:49:49,6.82,.
D,2019,16,"Harrison Patrick & Wood Martin",Exeter,"K2 Veteran",07:09:26,7.15,.
D,2019,16,"Moore Alice & Stewart Serena","Marlborough College","K2 Junior Ladies",08:43:04,8.72,.
A,2019,17,"Morris Simon & Walsh Tom",Independent,"K2 Veteran",02:23:04,2.38,.
A,2019,17,"Craigie Josh & Ludlow Alex",Recc,"K2 Senior",02:24:29,2.40,.
A,2019,17,"Burtwell Jenny & Sze Chris","Bishops Stortford","K2 Mixed",02:26:13,2.43,.
A,2019,17,"Drew Jarvis & Mcdonald Ben","Cokethorpe School","K2 Junior",02:35:52,2.58,.
A,2019,17,"Gallagher Hannah","Basingstoke Canal","K1 Ladies",02:35:53,2.58,.
A,2019,17,"Black James",Independent,"K1 Veteran",02:46:31,2.77,.
A,2019,17,"Dryer Lorne","Kimbolton School","K1 Junior",03:02:15,3.03,.
B,2019,17,"Ellis William & Ellis James",Southampton,"K2 Senior",03:05:42,3.08,.
B,2019,17,"Dixon Katy & Stratford Ben","Leighton Buzzard","K2 Mixed",03:06:34,3.10,.
B,2019,17,"Franklin Jude & Willcock Charles","Churcher's College","K2 Junior",03:25:18,3.42,.
B,2019,17,"Clark Adrian & Creasy David","Putney Bridge","K2 Veteran",03:31:25,3.52,.
C,2019,17,"Gladwell Sebastian & Willis Benjamin",Rhsa,"K2 Senior",03:44:02,3.73,.
A,2019,17,"Barriball Clare & Gurr Sophie","Launceston College","K2 Junior Ladies",03:49:09,3.82,.
B,2019,17,"Clark Jeremy",Tonbridge,"K1 Veteran",03:49:28,3.82,.
C,2019,17,"Curry Phill & Deville Mark",Chelmsford,"K2 Veteran",04:04:48,4.07,.
C,2019,17,"Bourne Dominic & Sparrow Archie","Mount Kelly","K2 Junior",04:05:24,4.08,.
C,2019,17,"Jewell Ami & Jones Harry","Rhs A","K2 Mixed",04:07:44,4.12,.
C,2019,17,"Toit Basson. Du & Young Oliver","Royal Hosp School","Canadian Doubles",04:31:52,4.52,.
C,2019,17,"Dolling Ben",Worcester,"K1 Veteran",04:47:11,4.78,.
C,2019,17,"Davey Hannah & Hollidge Millie","Launceston College","K2 Junior Ladies",05:09:47,5.15,.
D,2019,17,"Johnson Gary & Livingstone Duncan",Independent,"K2 Senior",06:26:21,6.43,.
D,2019,17,"Handsley Bryan & Morris Amanda","Leighton Buzzard","K2 Mixed",06:49:16,6.82,.
D,2019,17,"Atkins Rhys & Barrett Sam","Kimbolton School","K2 Junior",06:51:56,6.85,.
D,2019,17,"Clark Adrian & Creasy David","Putney Bridge","K2 Veteran",07:19:08,7.32,.
D,2019,17,"Barriball Clare & Gurr Sophie","Launceston College","K2 Junior Ladies",08:44:56,8.73,.
A,2019,18,"Gilbert Stephen & Rush Steve",Fowey,"K2 Veteran",02:23:59,2.38,.
A,2019,18,"Gurung Chet & Tamang Anil",Recc,"K2 Senior",02:25:42,2.42,.
A,2019,18,"Handsley Bryan & Morris Amanda","Leighton Buzzard","K2 Mixed",02:27:36,2.45,.
A,2019,18,"Neal Matt & Rimmer Joe","Bradford On Avon","K2 Junior",02:37:27,2.62,.
A,2019,18,"Street Imogen",Henley,"K1 Ladies",02:38:31,2.63,.
A,2019,18,"Bates Robert",Viking,"K1 Veteran",02:47:49,2.78,.
B,2019,18,"Greenaway Alex & Sibley Rob",Falcon,"K2 Senior",03:07:32,3.12,.
B,2019,18,"Dixon Charlie & Flory Tom","Cokethorpe School","K2 Mixed",03:08:07,3.13,.
B,2019,18,"Hipsey William & Walton Max","Churcher's College","K2 Junior",03:26:27,3.43,.
B,2019,18,"Richardson Martin & Saunders Steven",Nottingham,"K2 Veteran",03:43:50,3.72,.
C,2019,18,"Gurung Chet & Tamang Anil",Recc,"K2 Senior",03:45:21,3.75,.
B,2019,18,"Bates Robert",Viking,"K1 Veteran",03:52:38,3.87,.
C,2019,18,"Cooke Sebastian & Smith Thomas","Churcher's College","K2 Junior",04:07:33,4.12,.
C,2019,18,"Harding Oliver & Hourahane Annie","Dauntsey's School","K2 Mixed",04:08:12,4.13,.
C,2019,18,"Davidson Chris & Hobley Nick","Basingstoke Canal","K2 Veteran",04:09:57,4.15,.
C,2019,18,"Coplestone-Crow Alex & Kempster Will","Royal Hosp School","Canadian Doubles",04:39:49,4.65,.
C,2019,18,"Price Bryn",Maidstone,"K1 Veteran",04:48:55,4.80,.
C,2019,18,"Bradshaw Philippa & Cramp Rebecca","Mount Kelly","K2 Junior Ladies",05:12:48,5.20,.
D,2019,18,"Jarrett Connor & Willis Rob",Recc,"K2 Senior",06:29:09,6.48,.
D,2019,18,"Frost Charlie & Lodge Matthew",Norwich,"K2 Mixed",06:57:47,6.95,.
D,2019,18,"Drew Jarvis & Mcdonald Ben","Cokethorpe School","K2 Junior",07:02:37,7.03,.
D,2019,18,"Hill Barry & Makin Ben","Boa & Ind","K2 Veteran",07:21:08,7.35,.
A,2019,19,"Dixon Katy & Stratford Ben","Leighton Buzzard","K2 Mixed",02:28:06,2.47,.
A,2019,19,"Cambray Toby & Raymond Graham","Bradford On Avon","K2 Veteran",02:28:51,2.47,.
A,2019,19,"Baker Tim & Reid Douglas",Fowey,"K2 Senior",02:29:01,2.48,.
A,2019,19,"Allan Patrick & Morley Arthur",Wey,"K2 Junior",02:37:33,2.62,.
A,2019,19,"Francis Sarah","Basingstoke Canal","K1 Ladies",02:39:38,2.65,.
A,2019,19,"Smith Richard",Viking,"K1 Veteran",02:48:52,2.80,.
B,2019,19,"Baker Tim & Reid Douglas",Fowey,"K2 Senior",03:08:25,3.13,.
B,2019,19,"Handsley Bryan & Morris Amanda","Leighton Buzzard","K2 Mixed",03:09:04,3.15,.
B,2019,19,"Dewdney Elliot & Parmenter Thomas","Churcher's College","K2 Junior",03:32:03,3.53,.
C,2019,19,"Craigie Josh & Ludlow Alex",Recc,"K2 Senior",03:47:14,3.78,.
B,2019,19,"Hewetson Laurence & Rendell Tom",Independent,"K2 Veteran",03:57:04,3.95,.
C,2019,19,"Flory Tom & Rawlinson Louis","Cokethorpe School","K2 Junior",04:08:27,4.13,.
C,2019,19,"Handsley Bryan & Morris Amanda","Leighton Buzzard","K2 Mixed",04:09:34,4.15,.
C,2019,19,"Gilbert Stephen & Rush Steve",Fowey,"K2 Veteran",04:12:56,4.20,.
B,2019,19,"Park Andrew",Devizes,"K1 Veteran",04:36:43,4.60,.
C,2019,19,"Jones Tim",Worcester,"K1 Veteran",05:03:19,5.05,.
C,2019,19,"Patterson Anna & Remington Libby","Churcher's College","K2 Junior Ladies",05:13:52,5.22,.
D,2019,19,"Oliver Jonathan & Polden Jacob","Royal Engineers & Bccc","K2 Senior",06:35:50,6.58,.
D,2019,19,"Amati Alberto & Talwar Jai","Marlborough College","K2 Junior",07:03:49,7.05,.
D,2019,19,"Cole David & Murray Keira","Kimbolton School","K2 Mixed",07:10:10,7.17,.
A,2019,20,"Hawes Matt & Khaii Lal",Recc,"K2 Senior",02:29:21,2.48,.
A,2019,20,"Dixon Charlie & Flory Tom","Cokethorpe School","K2 Mixed",02:29:24,2.48,.
A,2019,20,"Davidson Chris & Hobley Nick","Basingstoke Canal","K2 Veteran",02:30:17,2.50,.
A,2019,20,"Leeece Ryan. Gunther & Tanner Christopher","Mount Kelly","K2 Junior",02:38:07,2.63,.
A,2019,20,"Keeton Shirley",Newbury,"K1 Ladies",02:41:31,2.68,.
A,2019,20,"Clark Jeremy",Tonbridge,"K1 Veteran",02:49:09,2.82,.
B,2019,20,"Brackenbury Glyn & Bush Josephine",Independent,"K2 Mixed",03:10:42,3.17,.
B,2019,20,"Craigie Josh & Ludlow Alex",Recc,"K2 Senior",03:11:09,3.18,.
B,2019,20,"Jacobs Benjamin & Stewart James","Marlborough College","K2 Junior",03:36:04,3.60,.
C,2019,20,"Foy Jamie & Langham Mark",Recc,"K2 Senior",03:48:00,3.80,.
C,2019,20,"Paddison Oliver & Smith Benjamin","Lord Wandsworth College","K2 Junior",04:10:19,4.17,.
C,2019,20,"Adkin Sarah & Langham Joseph","Wey & Ind","K2 Mixed",04:10:43,4.17,.
C,2019,20,"Cawthorne David & Crabb Jonathan",Pangbourne,"K2 Veteran",04:13:38,4.22,.
B,2019,20,"Trotter David",Independent,"K1 Veteran",04:48:16,4.80,.
C,2019,20,"Barriball Clare & Gurr Sophie","Launceston College","K2 Junior Ladies",05:14:50,5.23,.
C,2019,20,"Park Andrew",Devizes,"K1 Veteran",05:32:29,5.53,.
D,2019,20,"Beaton Monty & Clark Luke",Independent,"K2 Senior",06:59:22,6.98,.
D,2019,20,"Ross Olwen & Whitefield Mark","Putney Bribge","K2 Mixed",07:15:50,7.25,.
D,2019,20,"Booth Frederick & Sutton Oliver","Marlborough College","K2 Junior",07:18:12,7.30,.
A,2019,21,"Witt Howard & Priday Jill",Devizes,"K2 Mixed",02:30:17,2.50,.
A,2019,21,"Beaton Monty & Clark Luke",Independent,"K2 Senior",02:31:34,2.52,.
A,2019,21,"Hale Peter & Wigmore Edward","Defence Academy","K2 Veteran",02:33:01,2.55,.
A,2019,21,"Amati Alberto & Talwar Jai","Marlborough College","K2 Junior",02:39:44,2.65,.
A,2019,21,"O'connell Felicity",Banbury,"K1 Ladies",02:51:15,2.85,.
A,2019,21,"Ames Robert","Basingstoke Canal","K1 Veteran",02:57:00,2.95,.
B,2019,21,"Hatton Finbar & Street Imogen","Ind & Henley","K2 Mixed",03:11:37,3.18,.
B,2019,21,"Baker Chris & Leo Simon",Royal,"K2 Senior",03:16:24,3.27,.
B,2019,21,"Coni James & Howes Callum","Churcher's College","K2 Junior",03:47:35,3.78,.
C,2019,21,"Baker Tim & Reid Douglas",Fowey,"K2 Senior",03:48:17,3.80,.
C,2019,21,"Aldridge Harvey & Baker Jack","Launceston College","K2 Junior",04:10:37,4.17,.
C,2019,21,"Deferrer Maddie & Howes Aidan","Cardiff Uni","K2 Mixed",04:10:50,4.17,.
C,2019,21,"Hale Peter & Wigmore Edward","Defence Academy","K2 Veteran",04:19:28,4.32,.
C,2019,21,"Edward Flora & Hutchinson Katherine","Churcher's College","K2 Junior Ladies",05:29:03,5.48,.
D,2019,21,"Dryer Ellis & Gray Al","Kimbolton School","K2 Senior",07:06:00,7.10,.
D,2019,21,"Birchell Katie & Bowles George","Mount Kelly","K2 Mixed",07:17:29,7.28,.
D,2019,21,"Jewell Tom & Waters Charlie","Launceston College","K2 Junior",07:24:18,7.40,.
A,2019,22,"Thomas Nicola & Thomas Andrew",Falcon,"K2 Mixed",02:31:49,2.52,.
A,2019,22,"Baker Chris & Leo Simon",Royal,"K2 Senior",02:33:22,2.55,.
A,2019,22,"Bourne Dominic & Sparrow Archie","Mount Kelly","K2 Junior",02:40:10,2.67,.
A,2019,22,"Clark Adrian & Creasy David","Putney Bridge","K2 Veteran",02:43:17,2.72,.
A,2019,22,"O'hanlonj Caitlin. Field","Barking & Dagenham & ","K1 Ladies",03:03:12,3.05,.
A,2019,22,"Park Andrew",Devizes,"K1 Veteran",03:07:30,3.12,.
B,2019,22,"Burtwell Jenny & Sze Chris","Bishops Stortford","K2 Mixed",03:12:18,3.20,.
B,2019,22,"Ainsworth Oliver & Hague Matthew",Independent,"K2 Senior",03:23:42,3.38,.
C,2019,22,"Jones Owain & Moorhouse Ian",Recc,"K2 Senior",03:48:22,3.80,.
B,2019,22,"Craig-Wood Robert & Knowles Joe","Churcher's College","K2 Junior",03:51:40,3.85,.
C,2019,22,"Claire Oscar & Dunlop Issabella","Mount Kelly","K2 Mixed",04:12:14,4.20,.
C,2019,22,"Orchard Timothy & Wright Louis","Churcher's College","K2 Junior",04:12:38,4.20,.
C,2019,22,"Clark Adrian & Creasy David","Putney Bridge","K2 Veteran",04:34:33,4.57,.
D,2019,22,"Ainsworth Oliver & Hague Matthew",Independent,"K2 Senior",07:17:09,7.28,.
D,2019,22,"Coni James & Howes Callum","Churcher's College","K2 Junior",07:27:47,7.45,.
D,2019,22,"Eldred Nigel & Pilkington Mocha","Poole Harbour","K2 Mixed",07:35:06,7.58,.
A,2019,23,"Jewell Ami & Jones Harry","Rhs A","K2 Mixed",02:34:51,2.57,.
A,2019,23,"Greenaway Alex & Sibley Rob",Falcon,"K2 Senior",02:37:37,2.62,.
A,2019,23,"Heath William & Sturgeon Ben",Seaford,"K2 Junior",02:43:22,2.72,.
A,2019,23,"Prichard Nick & Webster Matt",Devizes,"K2 Veteran",02:59:16,2.98,.
A,2019,23,"Webb Robyn",Banbury,"K1 Ladies",03:13:41,3.22,.
A,2019,23,"Radcliffe Ian",Nottingham,"K1 Veteran",03:18:52,3.30,.
B,2019,23,"Darlington Hannah & Howes Aidan","Cardiff Uni","K2 Mixed",03:22:13,3.37,.
B,2019,23,"Beaton Monty & Clark Luke",Independent,"K2 Senior",03:27:22,3.45,.
C,2019,23,"Taylor Ryan & Vaughan Peter",Cambridge,"K2 Senior",03:49:42,3.82,.
B,2019,23,"Barriball Tom & Xulu Ryan","Launceston College","K2 Junior",04:03:44,4.05,.
C,2019,23,"Jewell Tom & Waters Charlie","Launceston College","K2 Junior",04:13:05,4.22,.
C,2019,23,"Brackenbury Glyn & Bush Josephine",Independent,"K2 Mixed",04:13:10,4.22,.
C,2019,23,"Burdett James & Corfield Rupert",Independent,"K2 Veteran",04:38:35,4.63,.
D,2019,23,"Cunningham Thomas & Jackson Jack","Launceston College","K2 Senior",07:23:40,7.38,.
D,2019,23,"Bedford Henry & Mayes Archie","Seaford College","K2 Junior",07:31:30,7.52,.
D,2019,23,"Lewis Amelie & Murphy Benedict","Churcher's College","K2 Mixed",07:36:02,7.60,.
A,2019,24,"Brackenbury Glyn & Bush Josephine",Independent,"K2 Mixed",02:36:11,2.60,.
A,2019,24,"Gray Edmund & Gray Anthony",Independent,"K2 Senior",02:40:26,2.67,.
A,2019,24,"Jacobs Benjamin & Stewart James","Marlborough College","K2 Junior",02:44:14,2.73,.
B,2019,24,"Clopper Sue & Hawes Matt",Recc,"K2 Mixed",03:25:21,3.42,.
B,2019,24,"Gray Edmund & Gray Anthony",Independent,"K2 Senior",03:32:35,3.53,.
C,2019,24,"Clark Oliver & Gompels Patrick",Independent,"K2 Senior",03:59:27,3.98,.
B,2019,24,"Bedford Henry & Mayes Archie","Seaford College","K2 Junior",04:12:27,4.20,.
C,2019,24,"Day Rob & Ryan Conor","Royal Hosp School","K2 Junior",04:13:27,4.22,.
C,2019,24,"Burtwell Jenny & Sze Chris","Bishops Stortford","K2 Mixed",04:16:45,4.27,.
C,2019,24,"Griffiths Catherine & Russell David","Royal Hosp School","K2 Veteran",04:39:09,4.65,.
D,2019,24,"Cheeseman Guy & Mukungunugwa Believe",Recc,"K2 Senior",07:31:42,7.52,.
D,2019,24,"Savage Edward & Tatham Jenna","Dauntsey's School","K2 Mixed",07:39:10,7.65,.
D,2019,24,"Pedley Mark & Pothecary Kaj",Seaford,"K2 Junior",07:52:52,7.87,.
A,2019,25,"Claire Oscar & Dunlop Issabella","Mount Kelly","K2 Mixed",02:39:15,2.65,.
A,2019,25,"Cunningham Thomas & Jackson Jack","Launceston College","K2 Senior",02:46:21,2.77,.
A,2019,25,"Banham William & Carver William","Lord Wandsworth College","K2 Junior",02:46:43,2.77,.
B,2019,25,"James Claire & James Edward",Recc,"K2 Mixed",03:29:12,3.48,.
B,2019,25,"Evans Richard & Milner Dom",Viking,"K2 Senior",03:41:08,3.68,.
C,2019,25,"Oliver Jonathan & Polden Jacob","Royal Engineers & Bccc","K2 Senior",04:01:42,4.02,.
C,2019,25,"Craig-Wood Robert & Knowles Joe","Churcher's College","K2 Junior",04:14:28,4.23,.
C,2019,25,"Frost Charlie & Lodge Matthew",Norwich,"K2 Mixed",04:16:57,4.27,.
B,2019,25,"Pedley Mark & Pothecary Kaj",Seaford,"K2 Junior",04:30:14,4.50,.
C,2019,25,"Harrison Patrick & Wood Martin",Exeter,"K2 Veteran",04:42:24,4.70,.
