WSRace,Year,WSPosition,WSName,WSClub,WSClass,WSTime,WSDecimalTime,WSNotes
D,1990,61,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",08:03:04,8.05,.
A,1990,62,"Fallsen D & Lee S","Rn/Rm & ","K2 Senior",02:21:36,2.35,.
B,1990,62,"Bannister T & Jackson P G",Independent,"K2 Senior",03:43:27,3.72,.
C,1990,62,"Monger S & Hamblin R",Independent,"K2 Senior",04:13:09,4.22,.
D,1990,62,"Gibbins M & Owens T","Artists Rifles","K2 Senior",08:20:24,8.33,.
A,1990,63,"Oliver E K & Essex R","Warren & ","K2 Senior",02:22:16,2.37,.
B,1990,63,"Pretty F C & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",03:43:51,3.72,.
C,1990,63,"Ramsay A D & Neil E","Neptune  & ","K2 Senior",04:14:12,4.23,.
D,1990,63,"Richards D & White D","Artists Rifles & ","K2 Senior",08:33:20,8.55,.
A,1990,64,"Richardson H A","Guards Advt Trg Wng","K2 Senior",02:23:06,2.38,.
B,1990,64,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",03:53:00,3.88,.
C,1990,64,"Pigdon J M & Child M","Bridgend & ","K2 Senior",04:14:55,4.23,.
A,1990,65,"Seedhouse A J & Cross C","Ham Scouts & ","K2 Senior",02:23:28,2.38,.
B,1990,65,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",04:02:01,4.03,.
C,1990,65,"Wallis J & Wallis G","Wokingham Scouts & ","K2 Senior",04:15:48,4.25,.
A,1990,66,"Hillyer D & Mochan C S","Rn/Rm & ","K2 Senior",02:23:39,2.38,.
B,1990,66,"Richards D & White D","Artists Rifles & ","K2 Senior",04:05:25,4.08,.
C,1990,66,"Mathews G & Metcalf P","Independent & ","K2 Senior",04:17:42,4.28,.
A,1990,67,"Bowker I H & Dalziel B","R.L.P. ","K2 Senior",02:24:00,2.40,.
C,1990,67,"Pretty F C & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",04:18:21,4.30,.
B,1990,67,"Boddy B & Boddy C","Adventure Dolphin & ","K2 Senior",04:25:45,4.42,.
A,1990,68,"Stowell M & Bull C","Independent & ","K2 Senior",02:24:42,2.40,.
C,1990,68,"Cooke R & Ackerman G","Independent & ","K2 Senior",04:19:56,4.32,.
B,1990,68,"Gibbons M & Owens T","Artists Rifles","K2 Senior",04:33:16,4.55,.
A,1990,69,"Ashcroft A P & Norman M","Royston Young Cst","K2 Senior",02:25:30,2.42,.
C,1990,69,"Jordan P & Smith T W","Metropolitan Police","K2 Senior",04:20:09,4.33,.
A,1990,70,"Kershaw-Naylor & Speer","Rmcs ","K2 Senior",02:25:42,2.42,.
C,1990,70,"Hall M & Hall J","Longridge & ","K2 Senior",04:20:50,4.33,.
A,1990,71,"Hall M & Hall J","Longridge & ","K2 Senior",02:26:09,2.43,.
C,1990,71,"Bannister T & Jackson P G",Independent,"K2 Senior",04:26:58,4.43,.
A,1990,72,"Jordan P & Smith T W","Metropolitan Police","K2 Senior",02:29:09,2.48,.
C,1990,72,"Young A & Styles A","Independent & ","K2 Senior",04:35:03,4.58,.
A,1990,73,"Hedgecoe M & Hutchinson J","Independent & ","K2 Senior",02:30:44,2.50,.
C,1990,73,"Crow J & Doe D","Scouts & ","K2 Senior",04:39:28,4.65,.
A,1990,74,"Murray P L","Basingstoke Canal","K2 Senior",02:31:25,2.52,.
C,1990,74,"Fuller J & Smith A","Reme  & ","K2 Senior",04:50:36,4.83,.
A,1990,75,"Collett A F & Adams M R",Hayle,"K2 Senior",02:31:32,2.52,.
C,1990,75,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",04:59:46,4.98,.
A,1990,76,"Bannister T & Jackson P G",Independent,"K2 Senior",02:32:29,2.53,.
C,1990,76,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",05:04:34,5.07,.
A,1990,77,"Sheath P N & Niblett B W","Avon Adventure Spts","K2 Senior",02:32:56,2.53,.
C,1990,77,"Scarlett S & Hopkinson C","D Coy 2nd Wessex","K2 Senior",05:05:42,5.08,.
A,1990,78,"Cooke R & Ackerman G","Independent & ","K2 Senior",02:33:39,2.55,.
C,1990,78,"Gibbins M & Owens T","Artists Rifles","K2 Senior",05:25:11,5.42,.
A,1990,79,"O’Toole P & Salmon J","Metropolitan Police & ","K2 Senior",02:34:00,2.57,.
A,1990,80,"Adams S & Carr M","Independent & ","K2 Senior",02:34:19,2.57,.
A,1990,81,"Pretty F C & Despaties A","Hms Dolphin/Rnka & ","K2 Senior",02:35:11,2.58,.
A,1990,82,"Curtis S & Cooper S","Bideford  & ","K2 Senior",02:36:06,2.60,.
A,1990,83,"Rigby D & Towell J","R.L.P.  & ","K2 Senior",02:38:12,2.63,.
A,1990,84,"Gluyas R & Collett I","Customs & ","K2 Senior",02:55:23,2.92,.
A,1990,85,"Fuller J & Smith A","Reme  & ","K2 Senior",02:55:58,2.92,.
A,1990,86,"Croucher M & Wynn K","Independent & ","K2 Senior",02:58:00,2.97,.
A,1990,87,"Clayton J & Chaimbers N","Artists Rifles & ","K2 Senior",03:01:22,3.02,.
A,1990,88,"Filler A & Ryan A","Artists Rifles & ","K2 Senior",03:04:02,3.07,.
A,1990,89,"Childs G & Morriss S","Independent & ","K2 Senior",03:11:59,3.18,.
A,1990,90,"Richards D & White D","Artists Rifles & ","K2 Senior",03:15:15,3.25,.
A,1990,91,"Gibbins M & Owens T","Artists Rifles","K2 Senior",03:21:56,3.35,.
A,1990,92,"Lemin Jim & Balos R","Adventure Dolphin & ","K2 Senior",03:35:24,3.58,.
A,1991,1,"Wells M & Wells Paul R","Richmond  & ","K2 Senior",01:43:20,1.72,.
A,1991,1,"Dresser Guy","Royal  & ","K1 Senior",01:51:30,1.85,.
A,1991,1,"Thorogood R G & Hall A","Hopc & ","K2 Veteran",01:57:55,1.95,.
A,1991,1,"Ricketts D & Starkey M","Reading & Leighton Park & ","K2 Junior",02:01:54,2.02,.
A,1991,1,"Dodd P","Rafca & ","K1 Veteran",02:08:35,2.13,.
A,1991,1,"Fitchet A & Purkiss Rosemary","Poole Harbour  & ","K2 Mixed",02:09:39,2.15,.
B,1991,1,"Wells M & Wells Paul R","Richmond  & ","K2 Senior",02:17:40,2.28,.
B,1991,1,"Dresser Guy","Royal  & ","K1 Senior",02:19:30,2.32,.
A,1991,1,"Crools D & Ralph P","Adventure Sport R. & ","Canadian Doubles",02:25:51,2.42,.
A,1991,1,"Pagon B","Bristol  & ","Canadian Singles",02:26:21,2.43,.
A,1991,1,"Davidson C","Warren & ","K1 Senior",02:30:29,2.50,.
A,1991,1,"Hunter G & Gimson A","Hemel Hempstead  & ","K2 Ladies",02:39:00,2.65,.
B,1991,1,"Goddard R & Allard S A","Bryanston School","K2 Senior",02:50:16,2.83,.
C,1991,1,"Wells M & Wells Paul R","Richmond  & ","K2 Senior",02:51:02,2.85,.
B,1991,1,"Hollier S & Lang D","Elmbridge & ","K2 Veteran",02:51:10,2.85,.
B,1991,1,"Gow Clifford","Royal Berks Fire & Rescue & ","K1 Veteran",02:52:58,2.87,.
B,1991,1,"Fitchet A & Purkiss Rosemary","Poole Harbour  & ","K2 Mixed",02:55:58,2.92,.
C,1991,1,"Dresser Guy","Royal  & ","K1 Senior",03:00:54,3.00,.
C,1991,1,"Thorogood R G & Hall A","Harlow Outdoor Pursuits Centre","K2 Veteran",03:08:29,3.13,.
B,1991,1,"Gibson G","Pc4 & ","K1 Ladies",03:09:42,3.15,.
C,1991,1,"Ricketts D & Starkey M","Reading & Leighton Park & ","K2 Junior",03:16:05,3.27,.
B,1991,1,"Wallis G","Wokingham Scouts","K1 Junior",03:18:30,3.30,.
B,1991,1,"Jones P B & Slater K","Poole Harbour  & ","Canadian Doubles",03:25:50,3.42,.
C,1991,1,"Fitchet A & Purkiss Rosemary","Poole Harbour  & ","K2 Mixed",03:27:45,3.45,.
C,1991,1,"Wibrew Michael","Maidstone & ","K1 Veteran",03:35:50,3.58,.
B,1991,1,"Hunter G & Gimson A","Hemel Hempstead  & ","K2 Ladies",03:50:28,3.83,.
C,1991,1,"Pagon B","Bristol  & ","K1 Ladies",03:52:04,3.87,.
C,1991,1,"Crools D & Ralph P","Adventure Sport R. & ","Canadian Doubles",03:57:39,3.95,.
C,1991,1,"Davidson C","Warren & ","K1 Junior",03:59:07,3.98,.
C,1991,1,"Cockerton Tracey & Townsend Claire",Leaside,"K2 Ladies",04:10:44,4.17,.
D,1991,1,"Wells M & Wells Paul R","Richmond  & ","K2 Senior",04:37:17,4.62,.
D,1991,1,"Ricketts D & Starkey M","Reading & Leighton Park & ","K2 Junior",05:06:04,5.10,.
D,1991,1,"Fitchet A & Purkiss Rosemary","Poole Harbour  & ","K2 Mixed",05:35:25,5.58,.
D,1991,1,"Howie David & Dains Ron","Acu & Barking & Dagenham","K2 Veteran",05:39:19,5.65,.
D,1991,1,"Crools D & Ralph P","Adventure Sport R. & ","Canadian Doubles",06:08:15,6.13,.
D,1991,1,"Hunter G & Gimson A","Hemel Hempstead  & ","K2 Ladies",07:07:52,7.12,.
A,1991,2,"Adams S & Adams M","Royal Leamington Spa & ","K2 Senior",01:50:52,1.83,.
A,1991,2,"Coulson David","Reading & Leighton Park & ","K1 Senior",01:54:09,1.90,.
A,1991,2,"Ellard S K & Middleton C R","R. L. S .","K2 Veteran",01:59:44,1.98,.
A,1991,2,"Goddard R & Allard S A","Bryanston School","K2 Junior",02:09:35,2.15,.
A,1991,2,"Wibrew Michael","Maidstone & ","K1 Veteran",02:09:40,2.15,.
A,1991,2,"Perrett Bernard & Smith S","Reading & Leighton Park & ","K2 Mixed",02:15:57,2.25,.
B,1991,2,"Heath A","Acu & ","K1 Senior",02:23:31,2.38,.
B,1991,2,"Watkins B & Hyde J","Hereford & ","K2 Senior",02:23:46,2.38,.
A,1991,2,"Lynch Karen Marie","Leaside  & ","Canadian Singles",02:32:35,2.53,.
A,1991,2,"Cockerton Tracey & Townsend Claire",Leaside,"K2 Ladies",02:39:41,2.65,.
A,1991,2,"Wallis G","Wokingham Scouts & ","K1 Senior",02:41:23,2.68,.
A,1991,2,"Jones P & Slater K","Poole Harbour  & ","Canadian Doubles",02:45:47,2.75,.
B,1991,2,"Howie David & Dains Ron","Acu & Barking & Dagenham","K2 Veteran",02:52:16,2.87,.
B,1991,2,"Lipton J M & Irvine R M","Bryanston School","K2 Senior",02:53:32,2.88,.
C,1991,2,"Watkins B & Hyde J","Hereford & ","K2 Senior",03:03:15,3.05,.
C,1991,2,"Coulson David","Reading & Leighton Park & ","K1 Senior",03:03:55,3.05,.
B,1991,2,"Hussey K & Hare D","Hertfordshire F&R S. & ","K2 Mixed",03:15:39,3.25,.
B,1991,2,"Davidson C",Warren,"K1 Junior",03:26:50,3.43,.
B,1991,2,"Morris A","Independent & ","K1 Ladies",03:27:24,3.45,.
C,1991,2,"Goddard R & Allard S A","Bryanston School","K2 Junior",03:29:03,3.48,.
C,1991,2,"Howie David & Dains Ron","Acu & Barking & Dagenham","K2 Veteran",03:36:48,3.60,.
B,1991,2,"Steel M","Worcester & ","K1 Veteran",03:41:50,3.68,.
C,1991,2,"Gow Clifford","Royal Berks Fire & Rescue & ","K1 Veteran",03:43:04,3.72,.
C,1991,2,"Kinch L & Lies G","Falcon & ","K2 Mixed",03:54:55,3.90,.
B,1991,2,"White T & Soest M. Van","Adventure Dolphin & ","Canadian Doubles",03:55:03,3.92,.
C,1991,2,"Williamson K C",Bristol,"K1 Junior",04:07:28,4.12,.
B,1991,2,"Hotten Sarah & Sellers Nicola","Metropolitan Police","K2 Ladies",04:11:38,4.18,.
C,1991,2,"Jones P B & Slater K","Poole Harbour  & ","Canadian Doubles",04:16:55,4.27,.
C,1991,2,"Morris A","Independent & ","K1 Ladies",04:19:14,4.32,.
C,1991,2,"Hunter G & Gimson A","Hemel Hempstead  & ","K2 Ladies",04:31:05,4.52,.
D,1991,2,"Quill Phillip & Lanighan Paul","Falcon & ","K2 Senior",04:47:38,4.78,.
D,1991,2,"Goddard R & Allard S A","Bryanston School","K2 Junior",05:28:16,5.47,.
D,1991,2,"Davis J P & English Lisa Hannah","Rm/Rn  & ","K2 Mixed",06:09:46,6.15,.
D,1991,2,"Edwards Roger & Roberts D","Chelmsford & Bishop","K2 Veteran",06:19:33,6.32,.
D,1991,2,"Jones P B & Slater K","Poole Harbour  & ","Canadian Doubles",06:52:04,6.87,.
D,1991,2,"Hotten Sarah & Sellers Nicola","Metropolitan Police","K2 Ladies",07:56:32,7.93,.
A,1991,3,"Quill Phillip & Lanighan Paul","Falcon & ","K2 Senior",01:52:06,1.87,.
A,1991,3,"Smith K","Warren  & ","K1 Senior",01:54:15,1.90,.
A,1991,3,"Enoch Dave & Oliver George",Nottingham,"K2 Veteran",02:03:58,2.05,.
A,1991,3,"Gow Clifford","Royal Berks Fire & Rescue & ","K1 Veteran",02:13:26,2.22,.
A,1991,3,"Frice B & Jones S","Bryanston School & ","K2 Junior",02:14:33,2.23,.
A,1991,3,"Kinch L & Lies G","Falcon & ","K2 Mixed",02:22:03,2.37,.
B,1991,3,"Phillips T & Dark Simon","Worcester  & ","K2 Senior",02:25:52,2.42,.
B,1991,3,"Saunt B","Adlington & ","K1 Senior",02:32:42,2.53,.
A,1991,3,"Morris A","Independent & ","Canadian Singles",02:36:50,2.60,.
A,1991,3,"Bray A","Fowey & ","K1 Senior",02:45:49,2.75,.
A,1991,3,"Addington Lesley & Mullins Jacqui","Pangbourne & ","K2 Ladies",02:47:52,2.78,.
A,1991,3,"White T & Soest M. Van","Adventure Dolphin & ","Canadian Doubles",02:53:59,2.88,.
B,1991,3,"Edwards Roger & Roberts D","Chelmsford/Bishop. & ","K2 Veteran",02:54:23,2.90,.
B,1991,3,"Price B K & Jones D S H","Bryanston School","K2 Senior",03:00:28,3.00,.
C,1991,3,"Heath A","Acu & ","K1 Senior",03:06:03,3.10,.
C,1991,3,"Phillips T & Dark Simon","Worcester  & ","K2 Senior",03:08:10,3.13,.
B,1991,3,"Davis J P & English Lisa Hannah","Rm/Rn  & ","K2 Mixed",03:20:51,3.33,.
C,1991,3,"King R & King S","Hereford  & ","K2 Junior",03:30:52,3.50,.
B,1991,3,"Pagon B","Bristol  & ","K1 Ladies",03:31:46,3.52,.
B,1991,3,"Blackman A",Independent,"K1 Junior",03:34:58,3.57,.
C,1991,3,"Hawkins J R & Stevens F","Harlow Outdoor Pursuits Centre","K2 Veteran",03:45:34,3.75,.
B,1991,3,"Evans A & Roberts P","Wargrave Runners & ","Canadian Doubles",03:59:54,3.98,.
C,1991,3,"Davis J P & English Lisa Hannah","Rm/Rn  & ","K2 Mixed",04:00:10,4.00,.
B,1991,3,"Rive R","Marlow & ","K1 Veteran",04:03:01,4.05,.
C,1991,3,"Haynes T","Warren  & ","K1 Veteran",04:05:38,4.08,.
C,1991,3,"Wallis G","Wokingham Scouts & ","K1 Junior",04:13:27,4.22,.
B,1991,3,"Patton F & Leese J","Metropolitan Police & ","K2 Ladies",04:29:03,4.48,.
C,1991,3,"Mcdonnell M",Hawks,"K1 Ladies",04:46:04,4.77,.
D,1991,3,"Phillips T & Dark Simon","Worcester  & ","K2 Senior",04:49:27,4.82,.
C,1991,3,"White T & Soest M. Van","Adventure Dolphin & ","Canadian Doubles",05:07:28,5.12,.
C,1991,3,"Kitchen P & Jeffery J","Metropolitan Police & ","K2 Ladies",05:15:13,5.25,.
D,1991,3,"Lipton J M & Irvine R M","Bryanston School","K2 Junior",05:49:25,5.82,.
D,1991,3,"Hussey K & Hare D","","K2 Mixed",06:11:23,6.18,.
D,1991,3,"Demery D B & Block W","Cambridge & ","K2 Veteran",06:36:56,6.60,.
D,1991,3,"Kitchen P & Jeffery J","Metropolitan Police & ","K2 Ladies",08:02:56,8.03,.
D,1991,3,"Evans A & Roberts P","Wargrave Runners & ","Canadian Doubles",08:38:51,8.63,.
A,1991,4,"Saunt B","Adlington & ","K1 Senior",01:55:35,1.92,.
A,1991,4,"Watkins B & Hyde J","Hereford & ","K2 Senior",01:55:55,1.92,.
A,1991,4,"Hollier S & Lang D","Elmbridge & ","K2 Veteran",02:12:23,2.20,.
A,1991,4,"Gardner P","Falcon  & ","K1 Veteran",02:13:37,2.22,.
A,1991,4,"Lipton J M & Irvine R M","Bryanston School","K2 Junior",02:17:38,2.28,.
A,1991,4,"Rigby D & Phipps Tamsin Jane","Reading & Leighton Park & ","K2 Mixed",02:26:08,2.43,.
B,1991,4,"Smith M","Jersey  & ","K1 Senior",02:40:20,2.67,.
B,1991,4,"Shoitman P J & West P J","Westel & ","K2 Senior",02:41:00,2.68,.
A,1991,4,"Gray Susan","Reading & Leighton Park & ","Canadian Singles",02:46:43,2.77,.
A,1991,4,"Keating S & Wilson W","Nottingham & ","K2 Ladies",02:50:35,2.83,.
B,1991,4,"Crook S & Ickeringill K","A A Collage Chepstow","K2 Senior",03:03:20,3.05,.
A,1991,4,"Mayer R","Woodmill & ","K1 Senior",03:04:04,3.07,.
C,1991,4,"Lanighan Paul","Falcon ","K1 Senior",03:08:20,3.13,.
C,1991,4,"Ranee S D & Shaw E","Woodmill & ","K2 Senior",03:10:30,3.17,.
A,1991,4,"Evans A & Roberts P","Wargrave Runners & ","Canadian Doubles",03:17:24,3.28,.
B,1991,4,"Rigby D & Phipps Tamsin Jane","Reading & Leighton Park & ","K2 Mixed",03:21:48,3.35,.
B,1991,4,"Jagger Roger & Fuller J","Reme  & ","K2 Veteran",03:33:58,3.55,.
B,1991,4,"Waters A","Maidstone ","K1 Junior",03:37:16,3.62,.
C,1991,4,"Lipton J M & Irvine R M","Bryanston School","K2 Junior",03:43:34,3.72,.
C,1991,4,"Edwards Roger & Roberts D","Chelmsford/Bishop. & ","K2 Veteran",03:54:55,3.90,.
B,1991,4,"Mcdonnell M","Hawks & ","K1 Ladies",03:58:08,3.97,.
C,1991,4,"Hussey K & Hare D","Hertfordshire F&R S. & ","K2 Mixed",04:01:28,4.02,.
C,1991,4,"Dromard R","Bishops Stortford & ","K1 Veteran",04:28:30,4.47,.
C,1991,4,"Tavers T","Poole Harbour  & ","K1 Junior",04:33:06,4.55,.
B,1991,4,"Hayes J & Cooke Helen","Metropolitan Police","K2 Ladies",04:44:18,4.73,.
D,1991,4,"Watkins B & Hyde J","Hereford & ","K2 Senior",04:51:14,4.85,.
C,1991,4,"Evans A & Roberts P","Wargrave Runners & ","Canadian Doubles",05:13:33,5.22,.
C,1991,4,"Hotten Sarah & Sellers Nicola","Metropolitan Police","K2 Ladies",05:15:45,5.25,.
D,1991,4,"Gourley S & Craze A","Reading & Leighton Park & ","K2 Junior",05:52:20,5.87,.
D,1991,4,"Peatroy Pamela Joyce & Kilham P T","Regents & ","K2 Mixed",06:23:14,6.38,.
D,1991,4,"Jagger Roger & Fuller Jim","Reme ","K2 Veteran",06:42:15,6.70,.
A,1991,5,"Heath A","Acu & ","K1 Senior",01:56:10,1.93,.
A,1991,5,"Phillips T & Dark Simon","Worcester  & ","K2 Senior",01:56:44,1.93,.
A,1991,5,"Bacon J & Wesley J","Nottingham & ","K2 Veteran",02:12:30,2.20,.
A,1991,5,"Gourley S & Craze A","Reading & Leighton Park & ","K2 Junior",02:17:55,2.28,.
A,1991,5,"Stevens F","Harlow Outdoor Pursuits Centre","K1 Veteran",02:20:38,2.33,.
A,1991,5,"Hussey K & Hare D","Hertfordshire F&R S. & ","K2 Mixed",02:29:21,2.48,.
B,1991,5,"Stinchcombe Ron & Williamson",Bristol,"K2 Senior",02:42:33,2.70,.
B,1991,5,"Kent Richard","Woodmill & ","K1 Senior",02:45:54,2.75,.
A,1991,5,"McDonnell M",Hawks,"K1 Ladies",02:54:08,2.90,.
A,1991,5,"Hotten Sarah & Sellers Nicola","Metropolitan Police","K2 Ladies",03:01:10,3.02,.
B,1991,5,"Love C & Thomas W","Metropolitan Police & ","K2 Senior",03:06:31,3.10,.
C,1991,5,"Bushell R D","Leaside  & ","K1 Senior",03:08:35,3.13,.
C,1991,5,"Butt A P & Willis Stephen",Woodmill,"K2 Senior",03:13:08,3.22,.
B,1991,5,"Cobham A & Sims Elizabeth Anne","Kingston Polly","K2 Mixed",03:22:46,3.37,.
C,1991,5,"Watkins P & Hunt A","Hereford & ","K2 Junior",03:45:57,3.75,.
B,1991,5,"Jenson P A & Archer N","Richmond ","K2 Veteran",03:46:40,3.77,.
B,1991,5,"Gilbert K",Independent,"K1 Junior",04:00:24,4.00,.
C,1991,5,"Holness S & Payne G","Exeter  & ","K2 Mixed",04:02:30,4.03,.
C,1991,5,"Shirley S & Poyser G","Harlow Outdoor Pursuits Centre","K2 Veteran",04:25:48,4.42,.
B,1991,5,"Addison T & Peach Helen",Falcon,"K2 Ladies",04:53:03,4.88,.
D,1991,5,"Terry P & Jordan D","Maidstone  & ","K2 Senior",04:55:07,4.92,.
D,1991,5,"Price B K & Jones D S H","Bryanston School","K2 Junior",06:00:19,6.00,.
D,1991,5,"Johncox G P & Mcnuff Susan","Royal ","K2 Mixed",06:29:49,6.48,.
D,1991,5,"Curtis G & Foster R","Independent & ","K2 Veteran",07:22:25,7.37,.
A,1991,6,"Jones P & Freeman A","Fladbury & ","K2 Senior",01:59:25,1.98,.
A,1991,6,"Bushell R D","Leaside  & ","K1 Senior",01:59:34,1.98,.
A,1991,6,"Howie David & Dains Ron","Acu & Barking & Dagenham","K2 Veteran",02:12:39,2.20,.
A,1991,6,"Bottrill L M & Brooks J M","Princess Marina Col.","K2 Junior",02:17:57,2.28,.
A,1991,6,"Haynes T","Warren  & ","K1 Veteran",02:24:22,2.40,.
A,1991,6,"Peatroy Pamela Joyce & Kilham P T",Regents,"K2 Mixed",02:32:22,2.53,.
B,1991,6,"Jones P & Freeman A","Fladbury & ","K2 Senior",02:44:34,2.73,.
B,1991,6,"Charters S","Exeter  & ","K1 Senior",02:49:47,2.82,.
A,1991,6,"Bellerby C & Phillpott J","Independent & ","K2 Ladies",03:02:20,3.03,.
B,1991,6,"Cartor J & Holland J","Bryanston School & ","K2 Senior",03:12:24,3.20,.
A,1991,6,"Ayling Tracey","Metropolitan Police & ","Canadian Singles",03:13:00,3.22,.
C,1991,6,"Stanley Bryn & Hubbucks J","Falcon & ","K2 Senior",03:16:29,3.27,.
C,1991,6,"Hallan D","Leaside  & ","K1 Senior",03:18:20,3.30,.
B,1991,6,"Rogers S & Rogers J","Blackwater Valley & ","K2 Mixed",03:32:43,3.53,.
B,1991,6,"Curtis G & Foster R","Independent & ","K2 Veteran",03:48:39,3.80,.
C,1991,6,"Cartor J & Holland J","Bryanston School & ","K2 Junior",03:55:04,3.92,.
B,1991,6,"Tavers T","Poole Harbour ","K1 Junior",04:08:30,4.13,.
C,1991,6,"Rogers S & Rogers J","Blackwater Valley & ","K2 Mixed",04:14:27,4.23,.
C,1991,6,"Jenson P A & Archer N","Richmond ","K2 Veteran",04:34:06,4.57,.
B,1991,6,"Kitchen P & Jeffery J","Metropolitan Police & ","K2 Ladies",04:55:20,4.92,.
D,1991,6,"Butt A P & Willis Stephen","Woodmill & ","K2 Senior",05:01:53,5.02,.
D,1991,6,"Cartor J & Holland J","Bryanston School & ","K2 Junior",06:07:02,6.12,.
D,1991,6,"Rogers S & Rogers J","Blackwater Valley & ","K2 Mixed",06:39:25,6.65,.
D,1991,6,"Preele R & Sheffield R","Worcester & ","K2 Veteran",07:30:34,7.50,.
A,1991,7,"Shaw E","Royal  & ","K1 Senior",02:00:01,2.00,.
A,1991,7,"Challacombe S & Spain P A",Warren,"K2 Senior",02:00:12,2.00,.
A,1991,7,"Watkins P & Hunt A","Hereford & ","K2 Junior",02:20:38,2.33,.
A,1991,7,"Edwards Roger & Roberts D","Chelmsford/Bishop. & ","K2 Veteran",02:24:10,2.40,.
A,1991,7,"Dromard R","Bishops Stortford & ","K1 Veteran",02:34:23,2.57,.
A,1991,7,"Rogers S & Rogers J","Blackwater Valley & ","K2 Mixed",02:37:58,2.62,.
B,1991,7,"Pearce Mark S & Toomey Paul","Longridge ","K2 Senior",02:44:56,2.73,.
B,1991,7,"Tomlins Paul","Reading & Leighton Park & ","K1 Senior",02:51:21,2.85,.
A,1991,7,"Bunning & Tregaskis L","Rmcs ","K2 Ladies",03:15:43,3.25,.
A,1991,7,"Holmes J","Reading & Leighton Park & ","Canadian Singles",03:17:10,3.28,.
B,1991,7,"Gray R & Watson R","Princess Marina Col. & ","K2 Senior",03:18:20,3.30,.
C,1991,7,"Jones P & Freeman A","Fladbury & ","K2 Senior",03:20:25,3.33,.
C,1991,7,"Mckeand Graham","Leaside  & ","K1 Senior",03:20:47,3.33,.
B,1991,7,"Coleman L & Gandy Brian","Basingstoke Canal & ","K2 Mixed",03:52:18,3.87,.
C,1991,7,"Crook S & Ickeringill K","A A Collage Chepstow","K2 Junior",03:55:54,3.92,.
C,1991,7,"Peatroy Pamela Joyce & Kilham P T","Regents & ","K2 Mixed",04:19:10,4.32,.
B,1991,7,"Preele R & Sheffield R","Worcester & ","K2 Veteran",04:24:08,4.40,.
C,1991,7,"Preele R & Sheffield R","Worcester & ","K2 Veteran",04:38:49,4.63,.
D,1991,7,"Stanley Bryn & Hubbucks J","Falcon & ","K2 Senior",05:15:55,5.25,.
D,1991,7,"Watkins P & Hunt A","Hereford & ","K2 Junior",06:11:12,6.18,.
D,1991,7,"Cobham A & Sims Elizabeth Anne","Kingston Polly","K2 Mixed",06:39:27,6.65,.
A,1991,8,"Bedford P & Mastern R","Royal  & ","K2 Senior",02:01:14,2.02,.
A,1991,8,"Ranee S D","Woodmill  & ","K1 Senior",02:02:52,2.03,.
A,1991,8,"Crook S & Ickeringill K","A A Collage Chepstow","K2 Junior",02:25:51,2.42,.
A,1991,8,"Shirley S & Poyser G","Harlow Outdoor Pursuits Centre","K2 Veteran",02:32:32,2.53,.
A,1991,8,"Mcboyle D","Raf & ","K1 Veteran",02:37:00,2.62,.
A,1991,8,"Stephens Kathryn Anne & Jackson P G",Warren,"K2 Mixed",02:39:42,2.65,.
B,1991,8,"Fielden Paul & Ince A J","Wokingham Scouts & ","K2 Senior",02:45:30,2.75,.
B,1991,8,"Gooding P","Hemel Hempstead & ","K1 Senior",02:54:17,2.90,.
A,1991,8,"Patton F & Leese J","Metropolitan Police & ","K2 Ladies",03:17:57,3.28,.
B,1991,8,"Watkins P & Hunt A","Hereford & ","K2 Senior",03:18:47,3.30,.
C,1991,8,"Pearce Mark S & Toomey Paul","Longridge ","K2 Senior",03:21:45,3.35,.
C,1991,8,"Terry P","Maidstone & ","K1 Senior",03:22:05,3.37,.
B,1991,8,"Tregaskis L & Whichelo F","Rmcs & ","K2 Mixed",03:54:08,3.90,.
C,1991,8,"Russell M & Herbert R","Independent & ","K2 Junior",04:00:03,4.00,.
C,1991,8,"Russell K J & Jennings Susan Margaret","Stoke Hammond & ","K2 Mixed",04:21:15,4.35,.
C,1991,8,"Curtis G & Foster R","Independent & ","K2 Veteran",04:47:12,4.78,.
D,1991,8,"Fielden Paul & Ince A J","Wokingham Scouts & ","K2 Senior",05:16:29,5.27,.
D,1991,8,"Bottrill L M & Brooks J M","Princess Marina Col.","K2 Junior",06:13:22,6.22,.
D,1991,8,"Quinton Stuart & Butler Fay","Pangbourne & ","K2 Mixed",06:49:53,6.82,.
